URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/immunization-status-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.992",ImmunizationStatusReasonCodes,Immunization Status Reason Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose of vaccine was not administered. This value set is provided as a suggestive example.","StructureDefinition/np-core-immunization","THO (V3)"
http://hl7.org/fhir/ValueSet/immunization-subpotent-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.993",ImmunizationSubpotentReason,Immunization Subpotent Reason,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose is considered to be subpotent. This value set is provided as a suggestive example.","StructureDefinition/np-core-immunization","THO"
http://hl7.org/fhir/ValueSet/immunization-target-disease,5.0.0,draft,"2.16.840.1.113883.4.642.3.1047",ImmunizationTargetDiseaseCodes,Immunization Target Disease Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the disease that the dose is being administered against. This value set is provided as a suggestive example and includes SNOMED CT concepts from the 64572001 (Disease) hierarchy.","StructureDefinition/np-core-immunization","SCT"
http://hl7.org/fhir/ValueSet/immunization-vaccine-funding-program,5.0.0,draft,"2.16.840.1.113883.4.642.3.3162",CodesForVaccineFundingPrograms,Vaccine Funding Programs,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing programs that a patient may be eligible for to cover vaccine administration costs. This value set is provided as a suggestive example.","StructureDefinition/np-core-immunization","LOINC"
http://hl7.org/fhir/ValueSet/languages,5.0.0,active,"2.16.840.1.113883.4.642.3.891,2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (see http://tools.ietf.org/html/bcp47)","StructureDefinition/np-core-immunization,StructureDefinition/np-core-medication-dispense,StructureDefinition/nepal-person,StructureDefinition/np-core-patient,StructureDefinition/np-core-encounter","hl7.terminology.r5"
http://hl7.org/fhir/ValueSet/link-type,5.0.0,active,"2.16.840.1.113883.4.642.2.234,2.16.840.1.113883.4.642.3.423,2.16.840.1.113883.4.642.3.412",LinkType,Link Type,"The type of link between this Patient resource and another Patient/RelatedPerson resource.","StructureDefinition/np-core-patient","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/location-form,5.0.0,draft,"2.16.840.1.113883.4.642.3.328",LocationForm,Location Form,"This example value set defines a set of codes that can be used to indicate the physical form of the Location.","StructureDefinition/np-core-encounter","THO"
http://hl7.org/fhir/ValueSet/marital-status,5.0.0,active,"2.16.840.1.113883.4.642.3.29",MaritalStatusCodes,Marital Status Codes,"This value set defines the set of codes that can be used to indicate the marital status of a person.","StructureDefinition/nepal-person,StructureDefinition/np-core-patient","THO (V3)"
http://hl7.org/fhir/ValueSet/medicationdispense-admin-location,5.0.0,draft,"2.16.840.1.113883.4.642.3.3080",MedicationDispenseAdministrationLocationCodes,MedicationDispense Administration Location Codes,"MedicationDispense Administration Location Codes","StructureDefinition/np-core-medication-dispense","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/medicationdispense-performer-function,5.0.0,draft,"2.16.840.1.113883.4.642.3.1318",MedicationDispensePerformerFunctionCodes,MedicationDispense Performer Function Codes,"MedicationDispense Performer Function Codes","StructureDefinition/np-core-medication-dispense","THO"
http://hl7.org/fhir/ValueSet/medicationdispense-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.1312",MedicationDispenseStatusCodes,MedicationDispense Status Codes,"MedicationDispense Status Codes","StructureDefinition/np-core-medication-dispense","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/medicationdispense-status-reason,5.0.0,draft,"2.16.840.1.113883.4.642.3.1316",MedicationDispenseStatusReasonCodes,MedicationDispense Status Reason Codes,"MedicationDispense Status Reason Codes","StructureDefinition/np-core-medication-dispense","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/name-use,5.0.0,active,"2.16.840.1.113883.4.642.3.65",NameUse,NameUse,"The use of a human name.","StructureDefinition/np-core-patient","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/patient-contactrelationship,5.0.0,active,"2.16.840.1.113883.4.642.3.1130",PatientContactRelationship,Patient Contact Relationship ,"The nature of the relationship between the patient and the contact person.","StructureDefinition/np-core-patient","THO (V2)"
http://hl7.org/fhir/ValueSet/quantity-comparator,5.0.0,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/np-core-medication-dispense","hl7.fhir.r5.core"
http://terminology.hl7.org/ValueSet/encounter-class,2.0.1,active,,EncounterClass,Encounter class,"This value set defines a set of codes that can be used to indicate the class of encounter: a specific code indicating class of service provided.","StructureDefinition/np-core-encounter","THO (V3)"
http://terminology.hl7.org/ValueSet/v2-0092,2.0.0,active,"2.16.840.1.113883.21.40",Hl7VSReAdmissionIndicator,hl7VS-re-admissionIndicator,"Value Set of codes which are used to specify that a patient is being re-admitted to a healthcare facility from which they were discharged, and indicates the circumstances around such re-admission.","StructureDefinition/np-core-encounter","THO (V2)"
http://terminology.hl7.org/ValueSet/v3-ActPharmacySupplyType,3.0.0,active,"2.16.840.1.113883.1.11.16208",ActPharmacySupplyType,ActPharmacySupplyType,"Identifies types of dispensing events","StructureDefinition/np-core-medication-dispense","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActPriority,3.0.0,active,"2.16.840.1.113883.1.11.16866",ActPriority,ActPriority,"A code or set of codes (e.g., for routine, emergency,) specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.    *Discussion:* This attribute is used in orders to indicate the ordered priority, and in event documentation it indicates the actual priority used to perform the act. In definition mood it indicates the available priorities.","StructureDefinition/np-core-encounter","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode,3.0.0,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"***No description***","StructureDefinition/np-core-medication-dispense","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason,3.0.0,active,"2.16.840.1.113883.1.11.19377",SubstanceAdminSubstitutionReason,SubstanceAdminSubstitutionReason,"***No description***","StructureDefinition/np-core-medication-dispense","THO (V3)"
https://fhir.hmis.gov.np/ValueSet/administrative-gender,0.0.1-ballot,active,,AdministrativeGenderVS,Administrative Gender,"A value set containing administrative gender codes from the FHIR core.",,"hl7.fhir.r5.core"
https://fhir.hmis.gov.np/ValueSet/age-range,0.0.1-ballot,active,,AgeRangeVS,Age Range,"ValueSet including selected HMIS age ranges from the PeriodRangeCS CodeSystem",,"Internal"
https://fhir.hmis.gov.np/ValueSet/condition-code,0.0.1-ballot,active,,ConditionCodeVS,Condition/Problem/Diagnosis codes,"Condition/Problem/Diagnosis codes",,"SCT"
https://fhir.hmis.gov.np/ValueSet/condition-severity,0.0.1-ballot,active,,ConditionSeverityVS,Condition / Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading",,"SCT"
https://fhir.hmis.gov.np/ValueSet/district,0.0.1-ballot,active,,DistrictVS,District,"All district used in administrative divisions","StructureDefinition/NepalAddress","Internal"
https://fhir.hmis.gov.np/ValueSet/educational-level,0.0.1-ballot,active,,EducationalLevelVS,Educational Level,"SNOMED CT for the highest level of education attained.",,"SCT"
https://fhir.hmis.gov.np/ValueSet/employment-status,0.0.1-ballot,active,,EmploymentStatusVS,Employment (रोजगारी स्थिति),"Codes representing employment status of a person.",,"SCT"
https://fhir.hmis.gov.np/ValueSet/ethnic-code,0.0.1-ballot,active,,EthnicCodeVS,Ethnic Code,"ValueSet for जाति कोड (Ethnic Codes in Nepal)","StructureDefinition/ethnic-code","Internal"
https://fhir.hmis.gov.np/ValueSet/free-cost,0.0.1-ballot,active,,FreeCostVS,Free Cost,"ValueSet for Free Cost",,"Internal"
https://fhir.hmis.gov.np/ValueSet/free-service-eligibility,0.0.1-ballot,active,,FreeServiceEligibilityVS,Free Service Eligibility,"ValueSet representing individuals eligible for free health services",,"Internal"
https://fhir.hmis.gov.np/ValueSet/localbody,0.0.1-ballot,active,,LocalBodyVS,LocalBody,"All LocalBody used in administrative divisions","StructureDefinition/NepalAddress","Internal"
https://fhir.hmis.gov.np/ValueSet/marital-status,0.0.1-ballot,active,,MaritalStatusVS,Marital Status (वैवाहिक स्थिति),"Codes representing marital status of a person.",,"SCT"
https://fhir.hmis.gov.np/ValueSet/medication,0.0.1-ballot,active,,MedicationVS,Dietary Supplements (SNOMED),"Vitamins, minerals, and other dietary supplements","StructureDefinition/np-core-medication-dispense","SCT"
https://fhir.hmis.gov.np/ValueSet/nutritional-status,0.0.1-ballot,active,,NutritionalStatusVS,Child Nutritional Status (SNOMED CT),"Values representing a child's nutritional status",,"SCT"
https://fhir.hmis.gov.np/ValueSet/patient-registration-type,0.0.1-ballot,active,,PatientRegistrationTypeVS,Patient Registration Type,"Patient registration types mapped to SNOMED CT concepts with Nepali display.",,"SCT"
https://fhir.hmis.gov.np/ValueSet/province,0.0.1-ballot,active,,ProvinceVS,Province,"All provinces used in administrative divisions","StructureDefinition/NepalAddress","Internal"
https://fhir.hmis.gov.np/ValueSet/service-area-address,0.0.1-ballot,active,,ServiceAreaAddressVS,Service Area Address Classification,"Classification of address locations relative to the organization's service area and referral context, using SNOMED CT concepts to specify whether the address is inside or outside the service area and the type of location involved.",,"SCT"
https://fhir.hmis.gov.np/ValueSet/service-type,0.0.1-ballot,active,,ServiceTypeVS,Service Type,"Service Type","StructureDefinition/np-core-encounter","SCT,Internal"
https://fhir.hmis.gov.np/ValueSet/vaccine,0.0.1-ballot,active,,VaccineVS,Vaccines (SNOMED CT),"ValueSet of routine vaccines in Nepal, based on SNOMED CT concepts.","StructureDefinition/np-core-immunization","SCT"
https://fhir.hmis.gov.np/ValueSet/visit-ordinal,0.0.1-ballot,active,,VisitOrdinalVS,Patient Visit Ordinal,"ValueSet combining SNOMED CT codes for first and follow-up visits with local codes for second, third, and repeat visits.",,"SCT"
https://fhir.hmis.gov.np/ValueSet/yes-no,0.0.1-ballot,active,,YesNoVS,Option Set - Yes / No / Yes-only / Don't know / Not applicable,"Master option set for Yes/No/Yes-only/Don't know/Not applicable, including Nepali designations:छ/छैन, हो/होइन, गराएको/नगराएको, लिएको/नलिएको, भएको/नभएको, पाएको/नपाएको  Used for: - Presumptive TB Case (सम्भावित क्षयरोग विरामी) - Gender Based Violence (लैंगिक हिंसा) - Exclusively Breastfeeding (शिशुलाइ जन्मेको ६ महिना सम्म स्तनपान मात्र गराएको) - Complementary Food (६ महिना पछि स्तनपान साथै ठोस, अर्धठोस र नरम खाना सुरू) - GDS Present (General Danger Sign Present) - Chest Indrawing (Yes only) - Stridor (Yes only) - Wheezing (Yes only) - Condom Use - Lab test results (Positive/Negative)  | HL7 v2-0532 Code | SNOMED CT Code | English Meaning       | Nepali Variants                                      | |-----------------|----------------|--------------------|-----------------------------------------------------| | Y               | 373066001      | Yes / Affirmative  | हो / गराएको / लिएको / भएको / पाएको              | | N               | 373067005      | No / Negative      | होइन / नगराएको / नलिएको / नभएको / नपाएको      | ",,"THO (V2)"
