"MeasureReport.type","MeasureReport.type","","","",1,1,"Y","","Y","code {[]} {[]}
","individual | subject-list | summary | data-exchange","The type of measure report. This may be an individual report, which provides the score for the measure for an individual member of the population; a subject-listing, which returns the list of members that meet the various criteria in the measure; a summary report, which returns a population count for each of the criteria in the measure; or a data-collection, which enables the MeasureReport to be used to exchange the data-of-interest for a quality measure.","Data-exchange reports are used only to communicate data-of-interest for a measure. They do not necessarily include all the data for a particular subject or population, but they may.","","","","","","","","",,"required","The type of the measure report: individual, patient listing, or summary","http://hl7.org/fhir/ValueSet/measure-report-type|5.0.0","",,,,"MeasureReport.type",1,1,"mrp-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.class","methodCode"
"MeasureReport.dataUpdateType","MeasureReport.dataUpdateType","","","",0,1,"","Y","Y","code {[]} {[]}
","incremental | snapshot","Indicates whether the data submitted in a data-exchange report represents a snapshot or incremental update. A snapshot update replaces all previously submitted data for the receiver, whereas an incremental update represents only updated and/or changed data and should be applied as a differential update to the existing submitted data for the receiver.","This element only applies to Data-collection reports used to communicate the data-of-interest for a measure","Allows receiving systems to support incremental exchange of data, reducing overall bandwidth requirements.","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/submit-data-update-type|5.0.0","",,,,"MeasureReport.dataUpdateType",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"MeasureReport.measure","MeasureReport.measure","","","",0,1,"","","Y","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Measure]]}
","What measure was calculated","A reference to the Measure that was calculated to produce this report.","","","","","","","","","",,,,,"",,,,"MeasureReport.measure",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.what[x]","outboundRelationship[typeCode=INST]/target[classCode=OBS, moodCode=DEFN]"
"MeasureReport.subject","MeasureReport.subject","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[https://fhir.hmis.gov.np/StructureDefinition/np-core-organization]]}
","What individual(s) the report is for","Optional subject identifying the individual or individuals the report is for.","","","","","","","","","",,,,,"",,,,"MeasureReport.subject",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.subject[x]","participation[typeCode=SBJ]"
"MeasureReport.date","MeasureReport.date","","","",0,1,"","","Y","dateTime {[]} {[]}
","When the measure was calculated","The date this measure was calculated.","","","","","","","","","",,,,,"",,,,"MeasureReport.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.recorded","participation[typeCode=AUT].time"
"MeasureReport.reporter","MeasureReport.reporter","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/Group]]}
","Who is reporting the data","The individual or organization that is reporting the data.","","","","","","","","","",,,,,"",,,,"MeasureReport.reporter",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.source","participation[typeCode=PRF]"
"MeasureReport.reportingVendor","MeasureReport.reportingVendor","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","What vendor prepared the data","A reference to the vendor who queried the data, calculated results and/or generated the report. The ‘reporting vendor’ is intended to represent the submitting entity when it is not the same as the reporting entity. This extension is used when the Receiver is interested in getting vendor information in the report.","","","","","","","","","",,,,,"",,,,"MeasureReport.reportingVendor",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","participation[typeCode=PRF]"
"MeasureReport.location","MeasureReport.location","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Where the reported data is from","A reference to the location for which the data is being reported.","","","","","","","","","",,,,,"",,,,"MeasureReport.location",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","participation[typeCode=PRF]"
"MeasureReport.period","MeasureReport.period","","","",1,1,"Y","","Y","Period {[]} {[]}
","What period the report covers","The reporting period for which the report was calculated.","","","","","","","","","",,,,,"",,,,"MeasureReport.period",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","effectiveTime"
"MeasureReport.inputParameters","MeasureReport.inputParameters","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Parameters]]}
","What parameters were provided to the report","A reference to a Parameters resource (typically represented using a contained resource) that represents any input parameters that were provided to the operation that generated the report.","Whenever an operation returns a MeasureReport, the IN parameters from that operation can be returned to the caller of the operation using MeasureReport.inputParameters. Operations include but are not limited to $evaluate-measure, $care-gaps, $data-requirements, and $collect-data. The inputParameters can also be used in a MeasureReport used to define a test case (i.e., not as a result of an operation).","","","","","","","","",,,,,"",,,,"MeasureReport.inputParameters",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"MeasureReport.scoring","MeasureReport.scoring","","","",0,1,"","Y","Y","CodeableConcept {[]} {[]}
","What scoring method (e.g. proportion, ratio, continuous-variable)","Indicates how the calculation is performed for the measure, including proportion, ratio, continuous-variable, and cohort. The value set is extensible, allowing additional measure scoring types to be represented. It is expected to be the same as the scoring element on the referenced Measure.","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/measure-scoring","",,,,"MeasureReport.scoring",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","methodCode"
"MeasureReport.improvementNotation","MeasureReport.improvementNotation","","","",0,1,"","Y","Y","CodeableConcept {[]} {[]}
","increase | decrease","Whether improvement in the measure is noted by an increase or decrease in the measure score.","This element is typically defined by the measure, but reproduced here to ensure the measure score can be interpreted. The element is labeled as a modifier because it changes the interpretation of the reported measure score. Note also that a MeasureReport instance includes the improvementNotation as defined by the Measure being reported. It is duplicated in the MeasureReport because it is a critical aspect of interpreting the measure score but it is not intended to reflect whether the measure report is an increase or decrease. It helps interpret if the measure score is an increase or decrease, I.e., moving in the direction of the desired outcome.","","","","","","","","",,"required","The improvement notation of the measure report (e.g. increase or decrease)","http://hl7.org/fhir/ValueSet/measure-improvement-notation|5.0.0","",,,,"MeasureReport.improvementNotation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","interpretationCode"
"MeasureReport.group","MeasureReport.group","","","",1,*,"Y","","","BackboneElement {[]} {[]}
","Measure results for each group","The results of the calculation, one for each population group in the measure.","","","","","","","","","",,,,,"",,,,"MeasureReport.group",0,*,"mrp-2
mrp-1","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=COMP]"
"MeasureReport.group.id","MeasureReport.group.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MeasureReport.group.extension","MeasureReport.group.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MeasureReport.group.modifierExtension","MeasureReport.group.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MeasureReport.group.linkId","MeasureReport.group.linkId","","","",0,1,"","","","string {[]} {[]}
","Pointer to specific group from Measure","The group from the Measure that corresponds to this group in the MeasureReport resource.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.linkId",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].id"
"MeasureReport.group.code","MeasureReport.group.code","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Meaning of the group","The meaning of the population group as defined in the measure definition.","","","","","","","","","",,"example","Example of measure groups.","http://hl7.org/fhir/ValueSet/measure-group-example","",,,,"MeasureReport.group.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","code"
"MeasureReport.group.subject","MeasureReport.group.subject","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/CareTeam], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/Group], CanonicalType[http://hl7.org/fhir/StructureDefinition/HealthcareService], CanonicalType[http://hl7.org/fhir/StructureDefinition/Location], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson]]}
","What individual(s) the report is for","Optional subject identifying the individual or individuals the report is for.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.subject",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.subject[x]","participation[typeCode=SBJ]"
"MeasureReport.group.population","MeasureReport.group.population","","","",0,*,"","","","BackboneElement {[]} {[]}
","The populations in the group","The populations that make up the population group, one for each type of population appropriate for the measure.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.population",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=COMP]"
"MeasureReport.group.population.id","MeasureReport.group.population.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MeasureReport.group.population.extension","MeasureReport.group.population.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MeasureReport.group.population.modifierExtension","MeasureReport.group.population.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MeasureReport.group.population.linkId","MeasureReport.group.population.linkId","","","",0,1,"","","","string {[]} {[]}
","Pointer to specific population from Measure","The population from the Measure that corresponds to this population in the MeasureReport resource.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.population.linkId",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].id"
"MeasureReport.group.population.code","MeasureReport.group.population.code","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","initial-population | numerator | numerator-exclusion | denominator | denominator-exclusion | denominator-exception | measure-population | measure-population-exclusion | measure-observation","The type of the population.","","","","","","","","","",,"extensible","The type of population (e.g. initial, numerator, denominator, etc.).","http://hl7.org/fhir/ValueSet/measure-population","",,,,"MeasureReport.group.population.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","code"
"MeasureReport.group.population.count","MeasureReport.group.population.count","","","",0,1,"","","","integer {[]} {[]}
","Size of the population","The number of members of the population.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.population.count",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","value"
"MeasureReport.group.population.subjectResults","MeasureReport.group.population.subjectResults","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/List]]}
","For subject-list reports, the subject results in this population","This element refers to a List of individual level MeasureReport resources, one for each subject in this population.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.population.subjectResults",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=SBJ]"
"MeasureReport.group.population.subjectReport","MeasureReport.group.population.subjectReport","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/MeasureReport]]}
","For subject-list reports, a subject result in this population","A reference to an individual level MeasureReport resource for a member of the population.","This element SHALL NOT be used in with subjectResults, either systems provide results as a List of MeasureReport, or as references to individual MeasureReports. Note that using this element introduces a constraint on the size of the subject-list MeasureReport; implementations would be free to return a TOO-COSTLY response if a request is made for a subject-list report with too many subjects.","","","","","","","","",,,,,"",,,,"MeasureReport.group.population.subjectReport",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=SBJ]"
"MeasureReport.group.population.subjects","MeasureReport.group.population.subjects","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Group]]}
","What individual(s) in the population","Optional Group identifying the individuals that make up the population.","Note that this element can only be used for summary and subject-list reports where the basis is of the same type as the populations (e.g. a Patient-based measure, rather than an Encounter-based measure). In addition, the referenced Group resource SHALL be an actual (as opposed to a definitional) group.","","","","","","","","",,,,,"",,,,"MeasureReport.group.population.subjects",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.subject[x]","participation[typeCode=SBJ]"
"MeasureReport.group.measureScore[x]","MeasureReport.group.measureScore[x]","","","",0,1,"","","Y","Quantity {[]} {[]}
dateTime {[]} {[]}CodeableConcept {[]} {[]}Period {[]} {[]}Range {[]} {[]}Duration {[]} {[]}","What score this group achieved","The measure score for this population group, calculated as appropriate for the measure type and scoring method, and based on the contents of the populations defined in the group.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.measureScore[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","value"
"MeasureReport.group.stratifier","MeasureReport.group.stratifier","","","",0,*,"","","","BackboneElement {[]} {[]}
","Stratification results","When a measure includes multiple stratifiers, there will be a stratifier group for each stratifier defined by the measure.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier",0,*,"mrp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=COMP]"
"MeasureReport.group.stratifier.id","MeasureReport.group.stratifier.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MeasureReport.group.stratifier.extension","MeasureReport.group.stratifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
